Dataflow,Geographic Area,Indicator,Sex,Time Period,Observation Value,Unit Multiplier,Unit of Measure,Observation Status,Observation Confidentaility,Lower Bound,Upper Bound,Weighted Sample Size,Observation Footnote,Series Footnote,Data Source,Citation of or link to the data source,Custodian,Time period activity related to when the data are collected,Reference Period,The period of time for which data are provided,Current Age
Cross-sector Indicators,Cameroon,Life expectancy,Total,2018,58.921,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Canada,Life expectancy,Total,2018,82.315,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Cabo Verde,Life expectancy,Total,2018,72.782,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Central African Republic,Life expectancy,Total,2018,52.805,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Sri Lanka,Life expectancy,Total,2018,76.812,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Chad,Life expectancy,Total,2018,53.977,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Chile,Life expectancy,Total,2018,80.042,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,China,Life expectancy,Total,2018,76.704,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Colombia,Life expectancy,Total,2018,77.109,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Comoros,Life expectancy,Total,2018,64.118,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Congo,Life expectancy,Total,2018,64.29,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Democratic Republic of the Congo,Life expectancy,Total,2018,60.368,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Cook Islands,Life expectancy,Total,2018,,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Costa Rica,Life expectancy,Total,2018,80.095,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Croatia,Life expectancy,Total,2018,78.342,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Cuba,Life expectancy,Total,2018,78.726,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Cyprus,Life expectancy,Total,2018,80.828,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Czechia,Life expectancy,Total,2018,79.222,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Benin,Life expectancy,Total,2018,61.47,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Denmark,Life expectancy,Total,2018,80.784,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Dominica,Life expectancy,Total,2018,,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Dominican Republic,Life expectancy,Total,2018,73.892,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Ecuador,Life expectancy,Total,2018,76.8,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,El Salvador,Life expectancy,Total,2018,73.096,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Equatorial Guinea,Life expectancy,Total,2018,58.402,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Ethiopia,Life expectancy,Total,2018,66.24,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Eritrea,Life expectancy,Total,2018,65.941,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Estonia,Life expectancy,Total,2018,78.567,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Fiji,Life expectancy,Total,2018,67.341,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Finland,Life expectancy,Total,2018,81.736,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,France,Life expectancy,Total,2018,82.541,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Djibouti,Life expectancy,Total,2018,66.582,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Gabon,Life expectancy,Total,2018,66.187,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Georgia,Life expectancy,Total,2018,73.6,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Gambia,Life expectancy,Total,2018,61.735,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,State of Palestine,Life expectancy,Total,2018,73.895,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Germany,Life expectancy,Total,2018,81.18,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Ghana,Life expectancy,Total,2018,63.78,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Kiribati,Life expectancy,Total,2018,68.116,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Greece,Life expectancy,Total,2018,82.072,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Grenada,Life expectancy,Total,2018,72.384,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Guatemala,Life expectancy,Total,2018,74.063,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Guinea,Life expectancy,Total,2018,61.185,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Guyana,Life expectancy,Total,2018,69.774,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Haiti,Life expectancy,Total,2018,63.66,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Holy See,Life expectancy,Total,2018,,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Honduras,Life expectancy,Total,2018,75.088,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Hungary,Life expectancy,Total,2018,76.701,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Iceland,Life expectancy,Total,2018,82.855,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,India,Life expectancy,Total,2018,69.416,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Indonesia,Life expectancy,Total,2018,71.509,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Iran (Islamic Republic of),Life expectancy,Total,2018,76.479,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Iraq,Life expectancy,Total,2018,70.454,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Ireland,Life expectancy,Total,2018,82.103,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Israel,Life expectancy,Total,2018,82.819,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Italy,Life expectancy,Total,2018,83.352,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Côte d'Ivoire,Life expectancy,Total,2018,57.422,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Jamaica,Life expectancy,Total,2018,74.368,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Japan,Life expectancy,Total,2018,84.47,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Kazakhstan,Life expectancy,Total,2018,73.236,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Jordan,Life expectancy,Total,2018,74.405,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Kenya,Life expectancy,Total,2018,66.342,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Democratic People's Republic of Korea,Life expectancy,Total,2018,72.095,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Republic of Korea,Life expectancy,Total,2018,82.846,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Kuwait,Life expectancy,Total,2018,75.398,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Kyrgyzstan,Life expectancy,Total,2018,71.321,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Lao People's Democratic Republic,Life expectancy,Total,2018,67.61,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Lebanon,Life expectancy,Total,2018,78.875,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Lesotho,Life expectancy,Total,2018,53.705,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Latvia,Life expectancy,Total,2018,75.172,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Liberia,Life expectancy,Total,2018,63.73,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Libya,Life expectancy,Total,2018,72.724,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Liechtenstein,Life expectancy,Total,2018,,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Lithuania,Life expectancy,Total,2018,75.737,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Luxembourg,Life expectancy,Total,2018,82.102,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Madagascar,Life expectancy,Total,2018,66.681,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Malawi,Life expectancy,Total,2018,63.798,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Malaysia,Life expectancy,Total,2018,75.997,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Maldives,Life expectancy,Total,2018,78.627,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Mali,Life expectancy,Total,2018,58.893,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Malta,Life expectancy,Total,2018,82.376,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Mauritania,Life expectancy,Total,2018,64.704,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Mauritius,Life expectancy,Total,2018,74.863,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Mexico,Life expectancy,Total,2018,74.992,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Monaco,Life expectancy,Total,2018,,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Mongolia,Life expectancy,Total,2018,69.689,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Republic of Moldova,Life expectancy,Total,2018,71.808,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Montenegro,Life expectancy,Total,2018,76.77,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Montserrat,Life expectancy,Total,2018,,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Morocco,Life expectancy,Total,2018,76.453,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Mozambique,Life expectancy,Total,2018,60.163,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Oman,Life expectancy,Total,2018,77.633,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Namibia,Life expectancy,Total,2018,63.373,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Nauru,Life expectancy,Total,2018,,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Nepal,Life expectancy,Total,2018,70.478,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Netherlands,Life expectancy,Total,2018,82.143,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Vanuatu,Life expectancy,Total,2018,70.323,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,New Zealand,Life expectancy,Total,2018,82.145,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Nicaragua,Life expectancy,Total,2018,74.275,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Niger,Life expectancy,Total,2018,62.024,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Nigeria,Life expectancy,Total,2018,54.332,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Niue,Life expectancy,Total,2018,,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Norway,Life expectancy,Total,2018,82.271,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Micronesia (Federated States of),Life expectancy,Total,2018,67.755,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Marshall Islands,Life expectancy,Total,2018,,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Palau,Life expectancy,Total,2018,,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Pakistan,Life expectancy,Total,2018,67.114,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Panama,Life expectancy,Total,2018,78.329,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Papua New Guinea,Life expectancy,Total,2018,64.263,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Paraguay,Life expectancy,Total,2018,74.131,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Peru,Life expectancy,Total,2018,76.516,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Philippines,Life expectancy,Total,2018,71.095,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Poland,Life expectancy,Total,2018,78.544,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Portugal,Life expectancy,Total,2018,81.857,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Guinea-Bissau,Life expectancy,Total,2018,58.003,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Timor-Leste,Life expectancy,Total,2018,69.26,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Qatar,Life expectancy,Total,2018,80.1,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Romania,Life expectancy,Total,2018,75.924,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Russian Federation,Life expectancy,Total,2018,72.386,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Rwanda,Life expectancy,Total,2018,68.7,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Saint Kitts and Nevis,Life expectancy,Total,2018,,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Anguilla,Life expectancy,Total,2018,,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Saint Lucia,Life expectancy,Total,2018,76.057,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Saint Vincent and the Grenadines,Life expectancy,Total,2018,72.415,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,San Marino,Life expectancy,Total,2018,,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Sao Tome and Principe,Life expectancy,Total,2018,70.17,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Saudi Arabia,Life expectancy,Total,2018,74.998,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Senegal,Life expectancy,Total,2018,67.665,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Serbia,Life expectancy,Total,2018,75.849,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Seychelles,Life expectancy,Total,2018,73.333,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Sierra Leone,Life expectancy,Total,2018,54.309,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Singapore,Life expectancy,Total,2018,83.458,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Slovakia,Life expectancy,Total,2018,77.388,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Viet Nam,Life expectancy,Total,2018,75.317,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Slovenia,Life expectancy,Total,2018,81.172,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Somalia,Life expectancy,Total,2018,57.068,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,South Africa,Life expectancy,Total,2018,63.857,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Zimbabwe,Life expectancy,Total,2018,61.195,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Spain,Life expectancy,Total,2018,83.433,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,South Sudan,Life expectancy,Total,2018,57.604,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Sudan,Life expectancy,Total,2018,65.095,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Suriname,Life expectancy,Total,2018,71.57,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Eswatini,Life expectancy,Total,2018,59.401,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Sweden,Life expectancy,Total,2018,82.654,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Switzerland,Life expectancy,Total,2018,83.63,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Syrian Arab Republic,Life expectancy,Total,2018,71.779,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Tajikistan,Life expectancy,Total,2018,70.879,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Thailand,Life expectancy,Total,2018,76.931,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Togo,Life expectancy,Total,2018,60.76,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Tokelau,Life expectancy,Total,2018,,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Tonga,Life expectancy,Total,2018,70.801,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Trinidad and Tobago,Life expectancy,Total,2018,73.38,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,United Arab Emirates,Life expectancy,Total,2018,77.814,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Tunisia,Life expectancy,Total,2018,76.505,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Turkey,Life expectancy,Total,2018,77.437,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Turkmenistan,Life expectancy,Total,2018,68.073,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Turks and Caicos Islands,Life expectancy,Total,2018,,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Tuvalu,Life expectancy,Total,2018,,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Uganda,Life expectancy,Total,2018,62.973,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Ukraine,Life expectancy,Total,2018,71.953,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,North Macedonia,Life expectancy,Total,2018,75.688,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Egypt,Life expectancy,Total,2018,71.825,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,United Kingdom,Life expectancy,Total,2018,81.236,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,United Republic of Tanzania,Life expectancy,Total,2018,65.015,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,United States,Life expectancy,Total,2018,78.851,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Burkina Faso,Life expectancy,Total,2018,61.174,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Uruguay,Life expectancy,Total,2018,77.77,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Uzbekistan,Life expectancy,Total,2018,71.573,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Venezuela (Bolivarian Republic of),Life expectancy,Total,2018,72.128,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Samoa,Life expectancy,Total,2018,73.187,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Yemen,Life expectancy,Total,2018,66.096,Units,Years,,,,,,,,UNPD2019,,,,,,Total
Cross-sector Indicators,Zambia,Life expectancy,Total,2018,63.51,Units,Years,,,,,,,,UNPD2019,,,,,,Total
